  3.5180  1.7590  1.8874  1.8209
  2.5860  2.2235  2.6064  1.4033
  2.3195  1.3266  1.6471  1.4277
  2.0641  1.6246  2.2640  1.3262
  1.9984  1.1917  1.6689  1.3339
  1.8896  1.4039  2.1739  1.3075
  1.8539  1.1223  1.7444  1.2947
  1.7889  1.2746  2.1497  1.2856
  1.7673  1.0702  1.8030  1.2673
  1.7316  1.1942  2.1470  1.2706
  1.7165  1.0349  1.8454  1.2520
  1.6907  1.1362  2.1443  1.2568
  1.6791  1.0062  1.8821  1.2404
  1.6612  1.0922  2.1448  1.2458
  1.6546  0.9862  1.9146  1.2340
  1.6403  1.0596  2.1493  1.2387
  1.6370  0.9683  1.9413  1.2289
  1.6255  1.0334  2.1521  1.2329
  1.6189  0.9523  1.9595  1.2231
  1.6104  1.0103  2.1552  1.2273
  1.6061  0.9389  1.9779  1.2193
  1.6025  0.9932  2.1595  1.2244
  1.5957  0.9288  1.9937  1.2171
  1.5903  0.9766  2.1614  1.2202
  1.5871  0.9191  2.0078  1.2150
  1.5822  0.9634  2.1647  1.2179
  1.5803  0.9111  2.0210  1.2131
  1.5742  0.9504  2.1646  1.2151
